id,municipality,population,date,case,discharged
13225,稲城市,91790,2020-04-01,3,
13227,羽村市,54537,2020-04-01,3,
13228,あきる野市,80012,2020-04-01,0,
13229,西東京市,206232,2020-04-01,9,
13303,瑞穂町,32317,2020-04-01,0,
13305,日の出町,17106,2020-04-01,0,
13307,檜原村,1979,2020-04-01,0,
13308,奥多摩町,4863,2020-04-01,0,
13361,大島町,7221,2020-04-01,0,
13362,利島村,347,2020-04-01,0,
13363,新島村,2591,2020-04-01,0,
13364,神津島村,1853,2020-04-01,0,
13381,三宅村,2262,2020-04-01,0,
13382,御蔵島村,335,2020-04-01,0,
13401,八丈町,7086,2020-04-01,0,
13402,青ヶ島村,176,2020-04-01,0,
13421,小笠原村,3057,2020-04-01,0,
99000,都外,,2020-04-01,20,
99100,調査中,,2020-04-01,118,
99101,永寿総合病院関連,,2020-04-01,106,
13101,千代田区,66080,2020-04-02,4,
13102,中央区,168553,2020-04-02,19,
13103,港区,260535,2020-04-02,50,
13104,新宿区,349101,2020-04-02,36,
13105,文京区,236043,2020-04-02,4,
13106,台東区,209463,2020-04-02,23,
13107,墨田区,270218,2020-04-02,7,
13108,江東区,519652,2020-04-02,12,
13109,品川区,412861,2020-04-02,29,
13110,目黒区,287741,2020-04-02,29,
13111,大田区,739548,2020-04-02,18,
13112,世田谷区,939669,2020-04-02,67,
13113,渋谷区,235148,2020-04-02,24,
13114,中野区,342623,2020-04-02,19,
13115,杉並区,585632,2020-04-02,34,
13116,豊島区,300613,2020-04-02,13,
13117,北区,354171,2020-04-02,7,
13118,荒川区,218826,2020-04-02,3,
13119,板橋区,583467,2020-04-02,9,
13120,練馬区,742840,2020-04-02,25,
13121,足立区,683360,2020-04-02,11,
13122,葛飾区,454910,2020-04-02,14,
13123,江戸川区,695241,2020-04-02,11,
13201,八王子市,576383,2020-04-02,4,
13202,立川市,180650,2020-04-02,0,
13203,武蔵野市,148439,2020-04-02,4,
13204,三鷹市,192402,2020-04-02,7,
13205,青梅市,133303,2020-04-02,1,
13206,府中市,263169,2020-04-02,1,
13207,昭島市,112124,2020-04-02,0,
13208,調布市,239754,2020-04-02,1,
13209,町田市,433882,2020-04-02,10,
13210,小金井市,125755,2020-04-02,2,
13211,小平市,196430,2020-04-02,2,
13212,日野市,190018,2020-04-02,4,
13213,東村山市,150289,2020-04-02,0,
13214,国分寺市,128058,2020-04-02,0,
13215,国立市,75129,2020-04-02,0,
13218,福生市,57285,2020-04-02,0,
13219,狛江市,83804,2020-04-02,0,
13220,東大和市,84230,2020-04-02,1,
13221,清瀬市,75136,2020-04-02,0,
13222,東久留米市,116361,2020-04-02,1,
13223,武蔵村山市,71542,2020-04-02,0,
13224,多摩市,147589,2020-04-02,0,
13225,稲城市,91790,2020-04-02,3,
13227,羽村市,54537,2020-04-02,3,
13228,あきる野市,80012,2020-04-02,0,
13229,西東京市,206232,2020-04-02,9,
13303,瑞穂町,32317,2020-04-02,0,
13305,日の出町,17106,2020-04-02,0,
13307,檜原村,1979,2020-04-02,0,
13308,奥多摩町,4863,2020-04-02,0,
13361,大島町,7221,2020-04-02,0,
13362,利島村,347,2020-04-02,0,
13363,新島村,2591,2020-04-02,0,
13364,神津島村,1853,2020-04-02,0,
13381,三宅村,2262,2020-04-02,0,
13382,御蔵島村,335,2020-04-02,0,
13401,八丈町,7086,2020-04-02,0,
13402,青ヶ島村,176,2020-04-02,0,
13421,小笠原村,3057,2020-04-02,0,
99000,都外,,2020-04-02,22,
99100,調査中,,2020-04-02,141,
99101,永寿総合病院関連,,2020-04-02,127,
13101,千代田区,66080,2020-04-03,4,
13102,中央区,168553,2020-04-03,20,
13103,港区,260535,2020-04-03,58,
13104,新宿区,349101,2020-04-03,38,
13105,文京区,236043,2020-04-03,6,
13106,台東区,209463,2020-04-03,25,
13107,墨田区,270218,2020-04-03,10,
13108,江東区,519652,2020-04-03,13,
13109,品川区,412861,2020-04-03,30,
13110,目黒区,287741,2020-04-03,34,
13111,大田区,739548,2020-04-03,19,
13112,世田谷区,939669,2020-04-03,79,
13113,渋谷区,235148,2020-04-03,26,
13114,中野区,342623,2020-04-03,24,
13115,杉並区,585632,2020-04-03,37,
13116,豊島区,300613,2020-04-03,14,
13117,北区,354171,2020-04-03,7,
13118,荒川区,218826,2020-04-03,3,
13119,板橋区,583467,2020-04-03,13,
13120,練馬区,742840,2020-04-03,34,
13121,足立区,683360,2020-04-03,12,
13122,葛飾区,454910,2020-04-03,16,
13123,江戸川区,695241,2020-04-03,11,
13201,八王子市,576383,2020-04-03,5,
13202,立川市,180650,2020-04-03,0,
13203,武蔵野市,148439,2020-04-03,4,
13204,三鷹市,192402,2020-04-03,7,
13205,青梅市,133303,2020-04-03,1,
13206,府中市,263169,2020-04-03,1,
13207,昭島市,112124,2020-04-03,1,
13208,調布市,239754,2020-04-03,1,
13209,町田市,433882,2020-04-03,10,
13210,小金井市,125755,2020-04-03,2,
13211,小平市,196430,2020-04-03,3,
13212,日野市,190018,2020-04-03,4,
13213,東村山市,150289,2020-04-03,0,
13214,国分寺市,128058,2020-04-03,0,
13215,国立市,75129,2020-04-03,0,
13218,福生市,57285,2020-04-03,0,
13219,狛江市,83804,2020-04-03,3,
13220,東大和市,84230,2020-04-03,1,
13221,清瀬市,75136,2020-04-03,0,
13222,東久留米市,116361,2020-04-03,2,
13223,武蔵村山市,71542,2020-04-03,0,
13224,多摩市,147589,2020-04-03,0,
13225,稲城市,91790,2020-04-03,3,
13227,羽村市,54537,2020-04-03,3,
13228,あきる野市,80012,2020-04-03,0,
13229,西東京市,206232,2020-04-03,9,
13303,瑞穂町,32317,2020-04-03,0,
13305,日の出町,17106,2020-04-03,0,
13307,檜原村,1979,2020-04-03,0,
13308,奥多摩町,4863,2020-04-03,0,
13361,大島町,7221,2020-04-03,0,
13362,利島村,347,2020-04-03,0,
13363,新島村,2591,2020-04-03,0,
13364,神津島村,1853,2020-04-03,0,
13381,三宅村,2262,2020-04-03,0,
13382,御蔵島村,335,2020-04-03,0,
13401,八丈町,7086,2020-04-03,0,
13402,青ヶ島村,176,2020-04-03,0,
13421,小笠原村,3057,2020-04-03,0,
99000,都外,,2020-04-03,22,
99100,調査中,,2020-04-03,158,
99101,永寿総合病院関連,,2020-04-03,140,
13101,千代田区,66080,2020-04-04,5,
13102,中央区,168553,2020-04-04,21,
13103,港区,260535,2020-04-04,67,
13104,新宿区,349101,2020-04-04,39,
13105,文京区,236043,2020-04-04,7,
13106,台東区,209463,2020-04-04,27,
13107,墨田区,270218,2020-04-04,11,
13108,江東区,519652,2020-04-04,14,
13109,品川区,412861,2020-04-04,38,
13110,目黒区,287741,2020-04-04,40,
13111,大田区,739548,2020-04-04,28,
13112,世田谷区,939669,2020-04-04,93,
13113,渋谷区,235148,2020-04-04,32,
13114,中野区,342623,2020-04-04,29,
13115,杉並区,585632,2020-04-04,44,
13116,豊島区,300613,2020-04-04,17,
13117,北区,354171,2020-04-04,9,
13118,荒川区,218826,2020-04-04,5,
13119,板橋区,583467,2020-04-04,15,
13120,練馬区,742840,2020-04-04,39,
13121,足立区,683360,2020-04-04,20,
13122,葛飾区,454910,2020-04-04,18,
13123,江戸川区,695241,2020-04-04,13,
13201,八王子市,576383,2020-04-04,6,
13202,立川市,180650,2020-04-04,0,
13203,武蔵野市,148439,2020-04-04,4,
13204,三鷹市,192402,2020-04-04,8,
13205,青梅市,133303,2020-04-04,1,
13206,府中市,263169,2020-04-04,1,
13207,昭島市,112124,2020-04-04,1,
13208,調布市,239754,2020-04-04,3,
13209,町田市,433882,2020-04-04,11,
13210,小金井市,125755,2020-04-04,2,
13211,小平市,196430,2020-04-04,3,
13212,日野市,190018,2020-04-04,6,
13213,東村山市,150289,2020-04-04,1,
13214,国分寺市,128058,2020-04-04,0,
13215,国立市,75129,2020-04-04,0,
13218,福生市,57285,2020-04-04,0,
13219,狛江市,83804,2020-04-04,3,
13220,東大和市,84230,2020-04-04,1,
13221,清瀬市,75136,2020-04-04,1,
13222,東久留米市,116361,2020-04-04,2,
13223,武蔵村山市,71542,2020-04-04,1,
13224,多摩市,147589,2020-04-04,0,
13225,稲城市,91790,2020-04-04,3,
13227,羽村市,54537,2020-04-04,3,
13228,あきる野市,80012,2020-04-04,0,
13229,西東京市,206232,2020-04-04,9,
13303,瑞穂町,32317,2020-04-04,0,
13305,日の出町,17106,2020-04-04,0,
13307,檜原村,1979,2020-04-04,0,
13308,奥多摩町,4863,2020-04-04,0,
13361,大島町,7221,2020-04-04,0,
13362,利島村,347,2020-04-04,0,
13363,新島村,2591,2020-04-04,0,
13364,神津島村,1853,2020-04-04,0,
13381,三宅村,2262,2020-04-04,0,
13382,御蔵島村,335,2020-04-04,0,
13401,八丈町,7086,2020-04-04,0,
13402,青ヶ島村,176,2020-04-04,0,
13421,小笠原村,3057,2020-04-04,0,
99000,都外,,2020-04-04,27,
99100,調査中,,2020-04-04,162,
99101,永寿総合病院関連,,2020-04-04,140,
13101,千代田区,66080,2020-04-05,6,
13102,中央区,168553,2020-04-05,25,
13103,港区,260535,2020-04-05,83,
13104,新宿区,349101,2020-04-05,60,
13105,文京区,236043,2020-04-05,8,
13106,台東区,209463,2020-04-05,29,
13107,墨田区,270218,2020-04-05,11,
13108,江東区,519652,2020-04-05,22,
13109,品川区,412861,2020-04-05,41,
13110,目黒区,287741,2020-04-05,42,
13111,大田区,739548,2020-04-05,37,
13112,世田谷区,939669,2020-04-05,104,
13113,渋谷区,235148,2020-04-05,37,
13114,中野区,342623,2020-04-05,33,
13115,杉並区,585632,2020-04-05,56,
13116,豊島区,300613,2020-04-05,20,
13117,北区,354171,2020-04-05,10,
13118,荒川区,218826,2020-04-05,6,
13119,板橋区,583467,2020-04-05,20,
13120,練馬区,742840,2020-04-05,42,
13121,足立区,683360,2020-04-05,22,
13122,葛飾区,454910,2020-04-05,19,
13123,江戸川区,695241,2020-04-05,15,
13201,八王子市,576383,2020-04-05,9,
13202,立川市,180650,2020-04-05,2,
13203,武蔵野市,148439,2020-04-05,4,
13204,三鷹市,192402,2020-04-05,8,
13205,青梅市,133303,2020-04-05,1,
13206,府中市,263169,2020-04-05,1,
13207,昭島市,112124,2020-04-05,2,
13208,調布市,239754,2020-04-05,4,
13209,町田市,433882,2020-04-05,14,
13210,小金井市,125755,2020-04-05,3,
13211,小平市,196430,2020-04-05,3,
13212,日野市,190018,2020-04-05,6,
13213,東村山市,150289,2020-04-05,1,
13214,国分寺市,128058,2020-04-05,0,
13215,国立市,75129,2020-04-05,0,
13218,福生市,57285,2020-04-05,0,
13219,狛江市,83804,2020-04-05,3,
13220,東大和市,84230,2020-04-05,1,
13221,清瀬市,75136,2020-04-05,1,
13222,東久留米市,116361,2020-04-05,2,
13223,武蔵村山市,71542,2020-04-05,1,
13224,多摩市,147589,2020-04-05,0,
13225,稲城市,91790,2020-04-05,3,
13227,羽村市,54537,2020-04-05,3,
13228,あきる野市,80012,2020-04-05,1,
13229,西東京市,206232,2020-04-05,10,
13303,瑞穂町,32317,2020-04-05,0,
13305,日の出町,17106,2020-04-05,0,
13307,檜原村,1979,2020-04-05,0,
13308,奥多摩町,4863,2020-04-05,0,
13361,大島町,7221,2020-04-05,0,
13362,利島村,347,2020-04-05,0,
13363,新島村,2591,2020-04-05,0,
13364,神津島村,1853,2020-04-05,0,
13381,三宅村,2262,2020-04-05,0,
13382,御蔵島村,335,2020-04-05,0,
13401,八丈町,7086,2020-04-05,0,
13402,青ヶ島村,176,2020-04-05,0,
13421,小笠原村,3057,2020-04-05,0,
99000,都外,,2020-04-05,32,
99100,調査中,,2020-04-05,170,
99101,永寿総合病院関連,,2020-04-05,147,
13101,千代田区,66080,2020-04-06,7,
13102,中央区,168553,2020-04-06,28,
13103,港区,260535,2020-04-06,87,
13104,新宿区,349101,2020-04-06,72,
13105,文京区,236043,2020-04-06,8,
13106,台東区,209463,2020-04-06,31,
13107,墨田区,270218,2020-04-06,11,
13108,江東区,519652,2020-04-06,22,
13109,品川区,412861,2020-04-06,41,
13110,目黒区,287741,2020-04-06,44,
13111,大田区,739548,2020-04-06,44,
13112,世田谷区,939669,2020-04-06,113,
13113,渋谷区,235148,2020-04-06,39,
13114,中野区,342623,2020-04-06,41,
13115,杉並区,585632,2020-04-06,60,
13116,豊島区,300613,2020-04-06,20,
13117,北区,354171,2020-04-06,10,
13118,荒川区,218826,2020-04-06,7,
13119,板橋区,583467,2020-04-06,23,
13120,練馬区,742840,2020-04-06,46,
13121,足立区,683360,2020-04-06,25,
13122,葛飾区,454910,2020-04-06,26,
13123,江戸川区,695241,2020-04-06,16,
13201,八王子市,576383,2020-04-06,9,
13202,立川市,180650,2020-04-06,2,
13203,武蔵野市,148439,2020-04-06,5,
13204,三鷹市,192402,2020-04-06,8,
13205,青梅市,133303,2020-04-06,1,
13206,府中市,263169,2020-04-06,1,
13207,昭島市,112124,2020-04-06,2,
13208,調布市,239754,2020-04-06,4,
13209,町田市,433882,2020-04-06,16,
13210,小金井市,125755,2020-04-06,3,
13211,小平市,196430,2020-04-06,3,
13212,日野市,190018,2020-04-06,8,
13213,東村山市,150289,2020-04-06,1,
13214,国分寺市,128058,2020-04-06,0,
13215,国立市,75129,2020-04-06,0,
13218,福生市,57285,2020-04-06,0,
13219,狛江市,83804,2020-04-06,3,
13220,東大和市,84230,2020-04-06,2,
13221,清瀬市,75136,2020-04-06,1,
13222,東久留米市,116361,2020-04-06,2,
13223,武蔵村山市,71542,2020-04-06,1,
13224,多摩市,147589,2020-04-06,0,
13225,稲城市,91790,2020-04-06,3,
13227,羽村市,54537,2020-04-06,3,
13228,あきる野市,80012,2020-04-06,1,
13229,西東京市,206232,2020-04-06,9,
13303,瑞穂町,32317,2020-04-06,0,
13305,日の出町,17106,2020-04-06,0,
13307,檜原村,1979,2020-04-06,0,
13308,奥多摩町,4863,2020-04-06,0,
13361,大島町,7221,2020-04-06,0,
13362,利島村,347,2020-04-06,0,
13363,新島村,2591,2020-04-06,0,
13364,神津島村,1853,2020-04-06,0,
13381,三宅村,2262,2020-04-06,0,
13382,御蔵島村,335,2020-04-06,0,
13401,八丈町,7086,2020-04-06,0,
13402,青ヶ島村,176,2020-04-06,0,
13421,小笠原村,3057,2020-04-06,0,
99000,都外,,2020-04-06,36,
99100,調査中,,2020-04-06,170,
99101,永寿総合病院関連,,2020-04-06,147,
13101,千代田区,66080,2020-04-07,9,
13102,中央区,168553,2020-04-07,29,
13103,港区,260535,2020-04-07,89,
13104,新宿区,349101,2020-04-07,80,
13105,文京区,236043,2020-04-07,10,
13106,台東区,209463,2020-04-07,32,
13107,墨田区,270218,2020-04-07,14,
13108,江東区,519652,2020-04-07,23,
13109,品川区,412861,2020-04-07,49,
13110,目黒区,287741,2020-04-07,49,
13111,大田区,739548,2020-04-07,45,
13112,世田谷区,939669,2020-04-07,118,
13113,渋谷区,235148,2020-04-07,41,
13114,中野区,342623,2020-04-07,43,
13115,杉並区,585632,2020-04-07,67,
13116,豊島区,300613,2020-04-07,27,
13117,北区,354171,2020-04-07,11,
13118,荒川区,218826,2020-04-07,7,
13119,板橋区,583467,2020-04-07,24,
13120,練馬区,742840,2020-04-07,48,
13121,足立区,683360,2020-04-07,27,
13122,葛飾区,454910,2020-04-07,29,
13123,江戸川区,695241,2020-04-07,16,
13201,八王子市,576383,2020-04-07,10,
13202,立川市,180650,2020-04-07,3,
13203,武蔵野市,148439,2020-04-07,5,
13204,三鷹市,192402,2020-04-07,9,
13205,青梅市,133303,2020-04-07,1,
13206,府中市,263169,2020-04-07,1,
13207,昭島市,112124,2020-04-07,3,
13208,調布市,239754,2020-04-07,5,
13209,町田市,433882,2020-04-07,16,
13210,小金井市,125755,2020-04-07,4,
13211,小平市,196430,2020-04-07,3,
13212,日野市,190018,2020-04-07,8,
13213,東村山市,150289,2020-04-07,1,
13214,国分寺市,128058,2020-04-07,0,
13215,国立市,75129,2020-04-07,0,
13218,福生市,57285,2020-04-07,0,
13219,狛江市,83804,2020-04-07,3,
13220,東大和市,84230,2020-04-07,2,
13221,清瀬市,75136,2020-04-07,1,
13222,東久留米市,116361,2020-04-07,2,
13223,武蔵村山市,71542,2020-04-07,1,
13224,多摩市,147589,2020-04-07,0,
13225,稲城市,91790,2020-04-07,3,
13227,羽村市,54537,2020-04-07,3,
13228,あきる野市,80012,2020-04-07,1,
13229,西東京市,206232,2020-04-07,9,
13303,瑞穂町,32317,2020-04-07,0,
13305,日の出町,17106,2020-04-07,0,
13307,檜原村,1979,2020-04-07,0,
13308,奥多摩町,4863,2020-04-07,0,
13361,大島町,7221,2020-04-07,0,
13362,利島村,347,2020-04-07,0,
13363,新島村,2591,2020-04-07,0,
13364,神津島村,1853,2020-04-07,0,
13381,三宅村,2262,2020-04-07,0,
13382,御蔵島村,335,2020-04-07,0,
13401,八丈町,7086,2020-04-07,0,
13402,青ヶ島村,176,2020-04-07,0,
13421,小笠原村,3057,2020-04-07,0,
99000,都外,,2020-04-07,39,
99100,調査中,,2020-04-07,174,
99101,永寿総合病院関連,,2020-04-07,147,
13101,千代田区,66080,2020-04-08,9,
13102,中央区,168553,2020-04-08,31,
13103,港区,260535,2020-04-08,107,
13104,新宿区,349101,2020-04-08,84,
13105,文京区,236043,2020-04-08,12,
13106,台東区,209463,2020-04-08,35,
13107,墨田区,270218,2020-04-08,14,
13108,江東区,519652,2020-04-08,26,
13109,品川区,412861,2020-04-08,56,
13110,目黒区,287741,2020-04-08,51,
13111,大田区,739548,2020-04-08,51,
13112,世田谷区,939669,2020-04-08,124,
13113,渋谷区,235148,2020-04-08,49,
13114,中野区,342623,2020-04-08,46,
13115,杉並区,585632,2020-04-08,76,
13116,豊島区,300613,2020-04-08,31,
13117,北区,354171,2020-04-08,13,
13118,荒川区,218826,2020-04-08,7,
13119,板橋区,583467,2020-04-08,30,
13120,練馬区,742840,2020-04-08,48,
13121,足立区,683360,2020-04-08,28,
13122,葛飾区,454910,2020-04-08,29,
13123,江戸川区,695241,2020-04-08,18,
13201,八王子市,576383,2020-04-08,11,
13202,立川市,180650,2020-04-08,3,
13203,武蔵野市,148439,2020-04-08,5,
13204,三鷹市,192402,2020-04-08,12,
13205,青梅市,133303,2020-04-08,1,
13206,府中市,263169,2020-04-08,5,
13207,昭島市,112124,2020-04-08,3,
13208,調布市,239754,2020-04-08,6,
13209,町田市,433882,2020-04-08,20,
13210,小金井市,125755,2020-04-08,5,
13211,小平市,196430,2020-04-08,5,
13212,日野市,190018,2020-04-08,8,
13213,東村山市,150289,2020-04-08,1,
13214,国分寺市,128058,2020-04-08,2,
13215,国立市,75129,2020-04-08,0,
13218,福生市,57285,2020-04-08,0,
13219,狛江市,83804,2020-04-08,5,
13220,東大和市,84230,2020-04-08,3,
13221,清瀬市,75136,2020-04-08,1,
13222,東久留米市,116361,2020-04-08,2,
13223,武蔵村山市,71542,2020-04-08,1,
13224,多摩市,147589,2020-04-08,0,
13225,稲城市,91790,2020-04-08,3,
13227,羽村市,54537,2020-04-08,5,
13228,あきる野市,80012,2020-04-08,1,
13229,西東京市,206232,2020-04-08,10,
13303,瑞穂町,32317,2020-04-08,0,
13305,日の出町,17106,2020-04-08,0,
13307,檜原村,1979,2020-04-08,0,
13308,奥多摩町,4863,2020-04-08,0,
13361,大島町,7221,2020-04-08,0,
13362,利島村,347,2020-04-08,0,
13363,新島村,2591,2020-04-08,0,
13364,神津島村,1853,2020-04-08,0,
13381,三宅村,2262,2020-04-08,0,
13382,御蔵島村,335,2020-04-08,0,
13401,八丈町,7086,2020-04-08,0,
13402,青ヶ島村,176,2020-04-08,0,
13421,小笠原村,3057,2020-04-08,0,
99000,都外,,2020-04-08,42,
99100,調査中,,2020-04-08,203,
99101,永寿総合病院関連,,2020-04-08,171,
13101,千代田区,66080,2020-04-09,9,
13102,中央区,168553,2020-04-09,31,
13103,港区,260535,2020-04-09,126,
13104,新宿区,349101,2020-04-09,99,
13105,文京区,236043,2020-04-09,16,
13106,台東区,209463,2020-04-09,40,
13107,墨田区,270218,2020-04-09,21,
13108,江東区,519652,2020-04-09,39,
13109,品川区,412861,2020-04-09,56,
13110,目黒区,287741,2020-04-09,54,
13111,大田区,739548,2020-04-09,52,
13112,世田谷区,939669,2020-04-09,147,
13113,渋谷区,235148,2020-04-09,53,
13114,中野区,342623,2020-04-09,50,
13115,杉並区,585632,2020-04-09,77,
13116,豊島区,300613,2020-04-09,39,
13117,北区,354171,2020-04-09,16,
13118,荒川区,218826,2020-04-09,8,
13119,板橋区,583467,2020-04-09,32,
13120,練馬区,742840,2020-04-09,52,
13121,足立区,683360,2020-04-09,33,
13122,葛飾区,454910,2020-04-09,34,
13123,江戸川区,695241,2020-04-09,21,
13201,八王子市,576383,2020-04-09,11,
13202,立川市,180650,2020-04-09,5,
13203,武蔵野市,148439,2020-04-09,5,
13204,三鷹市,192402,2020-04-09,12,
13205,青梅市,133303,2020-04-09,1,
13206,府中市,263169,2020-04-09,6,
13207,昭島市,112124,2020-04-09,3,
13208,調布市,239754,2020-04-09,8,
13209,町田市,433882,2020-04-09,20,
13210,小金井市,125755,2020-04-09,5,
13211,小平市,196430,2020-04-09,6,
13212,日野市,190018,2020-04-09,9,
13213,東村山市,150289,2020-04-09,1,
13214,国分寺市,128058,2020-04-09,3,
13215,国立市,75129,2020-04-09,2,
13218,福生市,57285,2020-04-09,0,
13219,狛江市,83804,2020-04-09,5,
13220,東大和市,84230,2020-04-09,3,
13221,清瀬市,75136,2020-04-09,2,
13222,東久留米市,116361,2020-04-09,2,
13223,武蔵村山市,71542,2020-04-09,1,
13224,多摩市,147589,2020-04-09,0,
13225,稲城市,91790,2020-04-09,3,
13227,羽村市,54537,2020-04-09,5,
13228,あきる野市,80012,2020-04-09,1,
13229,西東京市,206232,2020-04-09,10,
13303,瑞穂町,32317,2020-04-09,0,
13305,日の出町,17106,2020-04-09,0,
13307,檜原村,1979,2020-04-09,0,
13308,奥多摩町,4863,2020-04-09,0,
13361,大島町,7221,2020-04-09,0,
13362,利島村,347,2020-04-09,0,
13363,新島村,2591,2020-04-09,0,
13364,神津島村,1853,2020-04-09,0,
13381,三宅村,2262,2020-04-09,0,
13382,御蔵島村,335,2020-04-09,0,
13401,八丈町,7086,2020-04-09,0,
13402,青ヶ島村,176,2020-04-09,0,
13421,小笠原村,3057,2020-04-09,0,
99000,都外,,2020-04-09,46,
99100,調査中,,2020-04-09,236,
99101,永寿総合病院関連,,2020-04-09,181,
13101,千代田区,66080,2020-04-10,10,
13102,中央区,168553,2020-04-10,33,
13103,港区,260535,2020-04-10,143,
13104,新宿区,349101,2020-04-10,133,
13105,文京区,236043,2020-04-10,20,
13106,台東区,209463,2020-04-10,42,
13107,墨田区,270218,2020-04-10,24,
13108,江東区,519652,2020-04-10,44,
13109,品川区,412861,2020-04-10,70,
13110,目黒区,287741,2020-04-10,56,
13111,大田区,739548,2020-04-10,58,
13112,世田谷区,939669,2020-04-10,173,
13113,渋谷区,235148,2020-04-10,64,
13114,中野区,342623,2020-04-10,53,
13115,杉並区,585632,2020-04-10,85,
13116,豊島区,300613,2020-04-10,45,
13117,北区,354171,2020-04-10,17,
13118,荒川区,218826,2020-04-10,10,
